"Price","Year","Model","HorsePower","ConsumerRating","SellerRating","Color","Drivetrain","FuelRate","FuelType","Transmission","Engine Capacity(L)","Cylinder","Mileage","bodyType","numberOfDoors"
"4229550","2021","X3 xDrive30i","249","4.7","4.6","White Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","22395","SUV","4"
"2609820","2016","X5 xDrive35i","306","4.8","4","White","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","34722","SUV","4"
"4499190","2019","X5 xDrive40i","340","4.7","4.7","Jet Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","44840","SUV","4"
"3599730","2018","328d Base","190","4.8","4.4","Mineral Gray Metallic","Rear-wheel Drive","43","Diesel","8-Speed Automatic","2","4","48689","Sedan","4"
"3401820","2019","X7 xDrive40i","381","4.1","4.9","Black Sapphire Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","44544","SUV","4"
"220050","2018","540 i","340","4.8","3.9","Dark Graphite","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","59734","Sedan","4"
"1034910","2019","X3 xDrive30i","249","4.7","4.4","Jet Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","41142","SUV","4"
"2789550","2019","X5 xDrive40i","340","4.7","4.6","Phytonic Blue Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","36506","SUV","4"
"409320","2019","540 i xDrive","340","4.9","3.4","Alpine White","All-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","58693","Sedan","4"
"4139910","2019","X3 sDrive30i","249","4.7","4.6","Alpine White","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","37559","Crossover","4"
"1952820","2019","X5 xDrive40i","340","4.7","4.7","Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","16530","SUV","4"
"6659820","2019","X5 xDrive40i","340","4.7","4.9","Alpine White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","51130","SUV","4"
"2690190","2021","X1 xDrive28i","231","5","4.9","Storm Bay Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","13273","SUV","4"
"3816900","2018","330 i xDrive","258","4.8","3.4","Alpine White","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","34973","Sedan","4"
"3689550","2017","M240 i","387","4.7","4.7","White","Rear-wheel Drive","32","Gasoline","8-Speed Automatic","3","6","30778","Coupe","2"
"3689550","2019","X3 xDrive30i","249","4.7","3","Glacier Silver Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","13637","SUV","4"
"4769910","2017","X5 sDrive35i","306","4.7","4.7","Black Sapphire Metallic","Rear-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","60267","Crossover","4"
"3509820","2018","X2 xDrive28i","231","4.7","4.3","Mineral Gray Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","61172","SUV","4"
"5538060","2016","X3 xDrive28i","245","4.6","3.5","Red","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","39534","SUV","4"
"287910","2019","740 i","380","4.5","4.7","Mineral White Metallic","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","31625","Sedan","4"
"3239820","2021","X1 xDrive28i","231","5","4.9","Storm Bay Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","13273","SUV","4"
"3509550","2018","X5 xDrive35i","306","4.8","4.7","Jet Black","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","38486","SUV","4"
"511920","2020","M340 i xDrive","387","4.9","1.6","Alpine White","All-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","40805","Sedan","4"
"364410","2018","X2 xDrive28i","231","4.7","4.5","Alpine White","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","34479","SUV","4"
"3232080","2016","X5 xDrive35i","306","4.8","1.8","Gray","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","35050","SUV","4"
"5129550","2020","X3 M40i","360","4.9","3","Dark Graphite","All-wheel Drive","27","Gasoline","8-Speed Automatic","3","6","16343","SUV","4"
"1113030","2019","640 Gran Turismo i xDrive","340","4.7","4.5","Carbon Black Metallic","All-wheel Drive","28","Gasoline","8-Speed Automatic","3","6","24630","Hatchback","4"
"1394910","2017","X3 xDrive28i","245","4.8","4.5","Black","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","54047","SUV","4"
"404010","2019","X5 xDrive40i","340","4.7","3.3","Black Sapphire Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","50841","SUV","4"
"2249640","2021","228 Gran Coupe i xDrive","228","5","4.6","Mineral Gray Metallic","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","10268","Coupe","2"
"2519550","2017","X5 xDrive35i","306","4.7","4.7","Black Sapphire Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","44852","SUV","4"
"2865060","2018","328d Base","190","4.8","4.4","Mineral Gray Metallic","Rear-wheel Drive","43","Diesel","8-Speed Automatic","2","4","48689","Sedan","4"
"8341830","2016","X1 xDrive 28i","231","4.6","3.5","White Metallic","All-wheel Drive","32","Gasoline","8-Speed Automatic","2","4","47732","SUV","4"
"3509820","2019","X4 xDrive30i","245","4.6","4.3","Dark Graphite","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","30537","Wagon","4"
"348750","2013","328 i xDrive","245","4.6","3.7","Blue","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","87322","Sedan","4"
"3329820","2019","330 i xDrive","258","4.9","5","Jet Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","32558","Sedan","4"
"3329820","2018","X3 xDrive30i","249","4.8","4.7","Alpine White","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","36090","SUV","4"
"629910","2018","328d Base","190","4.8","4.5","Jet Black","Rear-wheel Drive","43","Diesel","8-Speed Automatic","2","4","24935","Sedan","4"
"4319910","2019","X4 xDrive30i","245","4.6","4.3","White Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","33101","Wagon","4"
"2687940","2021","530 i","213","5","4.5","–","Rear-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","55953","Sedan","4"
"283410","2014","328 Gran Turismo i xDrive","245","4.9","4.7","Mineral Gray","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","36557","Hatchback","4"
"4446900","2020","X7 xDrive40i","381","4.9","3","Black","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","16188","SUV","4"
"3563190","2016","X5 xDrive35i","306","4.8","4.7","Mineral White Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","72533","SUV","4"
"2609640","2021","X3 sDrive30i","249","4.7","4.5","Phytonic Blue Metallic","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","19149","Crossover","4"
"4049820","2019","X7 xDrive50i","530","4.1","4.4","Mineral White Metallic","All-wheel Drive","21","Gasoline","8-Speed Automatic","4.4","8","27289","SUV","4"
"2923920","2019","540 i","340","4.9","4.5","Black Sapphire Metallic","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","44972","Sedan","4"
"6803640","2013","328 i xDrive","245","4.6","3.7","White Metallic","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","106830","Sedan","4"
"2731050","2022","X2 xDrive28i","231","4.8","4.7","Phytonic Blue Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","10570","SUV","4"
"2249550","2019","X5 xDrive40i","340","4.7","4.3","Dark Graphite Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","22741","SUV","4"
"6633900","2020","X3 sDrive30i","249","4.9","2.7","Black","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","21337","Crossover","4"
"2779920","2019","X5 xDrive40i","340","4.7","4.2","Alpine White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","14562","SUV","4"
"4040550","2018","X1 xDrive28i","231","4.8","4.9","Blue Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","18069","SUV","4"
"4409550","2020","M340 i xDrive","387","4.9","4.9","Black Sapphire Metallic","All-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","33550","Sedan","4"
"1430460","2019","X3 xDrive30i","249","4.7","3.6","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","49088","SUV","4"
"4856670","2019","330 i xDrive","258","4.9","3.7","Mediterranean Blue Metallic","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","25098","Sedan","4"
"575730","2019","X5 xDrive40i","340","4.7","4.7","Arctic Gray Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","22079","SUV","4"
"3297510","2019","540 i","340","4.9","4.4","Dark Graphite","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","50970","Sedan","4"
"373410","2019","330 i","258","4.9","4.1","Alpine White","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","32745","Sedan","4"
"2439810","2020","X5 xDrive40i","340","4.7","4.7","Jet Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","12619","SUV","4"
"3014910","2020","M340 i","387","4.9","4.7","Black Sapphire Metallic","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","20560","Sedan","4"
"5050800","2019","X1 sDrive28i","231","4.7","4.9","Blue Metallic","Front-wheel Drive","32","Gasoline","8-Speed Automatic","2","4","33480","Crossover","4"
"1754820","2013","X3 xDrive28i","245","4.2","4.5","Black","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","67462","SUV","4"
"6704010","2021","X3 sDrive30i","249","4.7","4.6","Black","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","16120","Crossover","4"
"4769550","2017","X1 xDrive 28i","231","4.7","2","Estoril Blue Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","80481","SUV","4"
"3194550","2019","X5 xDrive40i","340","4.7","4.6","Arctic Gray Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","39974","SUV","4"
"1514610","2016","X5 xDrive35i","306","4.8","3.8","Blue","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","80236","SUV","4"
"3599820","2019","X1 xDrive28i","231","4.7","2.5","Glacier Silver Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","26700","SUV","4"
"2531250","2019","M850 i xDrive","530","5","3.9","Barcelona Blue Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","4.4","8","16890","Coupe","2"
"5363730","2020","330 i","258","4.6","4.2","Mineral Gray Metallic","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","35633","Sedan","4"
"359820","2019","330 i","258","4.9","4.5","Mineral Gray Metallic","Rear-wheel Drive","36","Gasoline","8-SPEED A/T","3","4","10198","Sedan","4"
"5489010","2018","X3 xDrive30i","249","4.8","2.9","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","23939","SUV","4"
"3841560","2018","X3 xDrive30i","249","4.8","2.9","Gray","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","42158","SUV","4"
"5579910","2019","750 i xDrive","450","5","4.7","Black Sapphire Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","4.4","8","32356","Sedan","4"
"5309550","2011","X5 xDrive35i","306","4.3","4.6","Black Sapphire Metallic","All-wheel Drive","23","Gasoline","8-Speed Automatic","3","6","88560","SUV","4"
"1619910","2020","M340 i","387","4.9","4.5","White","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","21952","Sedan","4"
"7819920","2017","X3 xDrive28i","245","4.8","4.5","Chestnut Bronze","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","49689","SUV","4"
"328050","2020","330 i","258","4.6","4.3","Jet Black","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","64506","Sedan","4"
"357750","2019","330 i xDrive","258","4.9","4.3","Mineral Gray Metallic","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","31620","Sedan","4"
"4004910","2015","Z4 sDrive35is","340","4.6","4.6","Black Sapphire Metallic","Rear-wheel Drive","24","Gasoline","7-Speed Automatic with Auto-Shift","3","6","16609","Roadster","2"
"6290550","2019","330 i xDrive","258","4.9","4.9","Alpine White","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","13808","Sedan","4"
"5489820","2017","430 i","258","4.9","2","Imperial Blue Metallic","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","46076","Coupe","2"
"3509820","2017","750 i xDrive","450","4.6","2.1","White","All-wheel Drive","25","Gasoline","8-Speed Automatic","4.4","8","53871","Sedan","4"
"2969820","2017","X5 xDrive35i","306","4.7","4.6","Silver","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","66215","SUV","4"
"170550","2017","M2 Base","460","4.9","2.3","Black Sapphire Metallic","Rear-wheel Drive","26","Gasoline","7-Speed Automatic with Auto-Shift","3","6","16189","Coupe","2"
"413550","2020","X7 xDrive40i","381","4.9","4.9","White Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","33042","SUV","4"
"4689270","2017","X1 xDrive 28i","231","4.7","4.9","Glacier Silver Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","37592","SUV","4"
"2573820","2016","X5 xDrive35i","306","4.8","4.5","Gray","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","85748","SUV","4"
"3239910","2018","M2 Base","460","4.9","4.6","Black Sapphire Metallic","Rear-wheel Drive","26","Gasoline","7-Speed Automatic with Auto-Shift","3","6","33546","Coupe","2"
"1709820","2020","X7 xDrive40i","381","4.9","4.5","Dark Graphite Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","15903","SUV","4"
"3203550","2018","X5 xDrive35i","306","4.8","3.8","Silver","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","94264","SUV","4"
"287730","2019","X4 xDrive30i","245","4.6","4.2","Mineral White Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","19152","Wagon","4"
"5239980","2022","X2 M35i","231","4.8","4.7","Mineral Gray Metallic","All-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","10829","SUV","4"
"2944080","2014","X3 xDrive28i","245","4.7","4.6","Carbon Black Metallic","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","106502","SUV","4"
"382050","2019","740 i xDrive","380","4.5","4.5","Alpine White","All-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","25990","Sedan","4"
"3737880","2020","740 i xDrive","380","5","4.6","Black Sapphire Metallic","All-wheel Drive","28","Gasoline","8-Speed Automatic","3","6","27971","Sedan","4"
"4527450","2019","330 i xDrive","258","4.9","3","White","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","37776","Sedan","4"
"274410","2019","X3 xDrive30i","249","4.7","4.7","Alpine White","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","20008","SUV","4"
"161910","2016","X5 xDrive35i","306","4.8","4.7","Imperial Blue Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","83500","SUV","4"
"5716170","2019","X3 sDrive30i","249","4.7","4.9","Black Sapphire Metallic","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","48678","Crossover","4"
"2879820","2020","X5 xDrive40i","340","4.7","4.8","Alpine White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","20577","SUV","4"
"1502820","2014","X3 xDrive28i","245","4.7","4.6","White","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","82005","SUV","4"
"377910","2019","M850 i xDrive","530","5","4.6","Gray Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","4.4","8","13783","Coupe","2"
"3689730","2019","X3 xDrive30i","249","4.7","3.4","Silver","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","31351","SUV","4"
"2609010","2019","X5 xDrive40i","340","4.7","4.8","Black Sapphire Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","40157","SUV","4"
"3599730","2020","X5 sDrive40i","340","4.7","4.7","Arctic Gray Metallic","Rear-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","50175","Crossover","4"
"485910","2019","330 i xDrive","258","4.9","4.2","Jet Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","30623","Sedan","4"
"4913280","2014","528 i","245","4.7","3.6","Alpine White","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","81465","Sedan","4"
"3896820","2019","X3 xDrive30i","249","4.7","3.6","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","33923","SUV","4"
"3142980","2016","X5 xDrive35i","306","4.8","4.6","Alpine White","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","80369","SUV","4"
"3129390","2021","X3 M40i","360","4.7","4.7","Dark Graphite Metallic","All-wheel Drive","27","Gasoline","8-Speed Automatic","3","6","14098","SUV","4"
"2121480","2019","X3 xDrive30i","249","4.7","4.8","Jet Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","31672","SUV","4"
"2699640","2019","X5 xDrive40i","340","4.7","4.8","Mineral White Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","18109","SUV","4"
"6118920","2020","X7 xDrive40i","381","4.9","4.7","Dark Graphite","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","58913","SUV","4"
"2238390","2019","X3 xDrive30i","249","4.7","4.4","Black Sapphire Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","23331","SUV","4"
"719910","2019","X5 xDrive40i","340","4.7","4.9","Black Sapphire Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","23989","SUV","4"
"4499910","2020","X5 sDrive40i","340","4.7","4.7","Alpine White","Rear-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","24860","Crossover","4"
"3133080","2013","535 i","306","4.7","1","White","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","86371","Sedan","4"
"317250","2019","M850 i xDrive","530","5","4.8","Black Sapphire Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","4.4","8","12719","Coupe","2"
"521910","2019","330 i xDrive","258","4.9","4.7","Jet Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","14955","Sedan","4"
"2928510","2018","X5 xDrive35i","306","4.8","3.6","Glacier Silver Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","55701","SUV","4"
"4769820","2019","740 i","380","4.5","3.4","Black Sapphire Metallic","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","4.4","6","42150","Sedan","4"
"6568650","2020","X7 xDrive40i","381","4.9","4.8","Black Sapphire Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","30520","SUV","4"
"350280","2020","X5 xDrive40i","340","4.7","5","White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","20194","SUV","4"
"3168810","2018","X5 xDrive35i","306","4.8","4.8","Alpine White","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","59856","SUV","4"
"5669730","2019","430 Gran Coupe i","249","4.7","4.5","Black","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","19754","Sedan","4"
"265770","2013","X5 xDrive35i","306","4.6","3.5","Platinum Gray Metallic","All-wheel Drive","23","Gasoline","8-Speed Automatic","3","6","80530","SUV","4"
"4139550","2019","X5 xDrive40i","340","4.7","4.4","Mineral White Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","25265","SUV","4"
"656820","2019","540 i","340","4.9","4.5","Alpine White","Rear-wheel Drive","29","Gasoline","8-SPEED A/T","3","6","37007","Sedan","4"
"244080","2019","540 i xDrive","340","4.9","4.8","Black Sapphire Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","36464","Sedan","4"
"4727880","2019","X5 xDrive40i","340","4.7","4.7","White Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","24099","SUV","4"
"5129910","2017","430 i","258","4.9","4.9","Black Sapphire Metallic","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","45399","Coupe","2"
"3599550","2019","330 i xDrive","258","4.9","4.8","Jet Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","22985","Sedan","4"
"3058920","2020","X3 xDrive30i","249","4.9","3.7","Dark Graphite Metallic","All-wheel Drive","29","Gasoline","8-SPEED A/T","2","4","67570","SUV","4"
"2609370","2012","328 i","230","4.5","2.7","Gray","Rear-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","85495","Sedan","4"
"4959180","2019","X3 xDrive30i","249","4.7","5","Alpine White","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","45825","SUV","4"
"4049550","2016","428 i SULEV","245","4.7","4.7","Gray","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","48236","Coupe","2"
"2987550","2020","X5 xDrive40i","340","4.7","4.6","Alpine White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","19619","SUV","4"
"4859550","2019","530 i xDrive","249","4.8","3.7","Black","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","33814","Sedan","4"
"3869820","2017","530 i xDrive","249","4.7","4.8","Bluestone Metallic","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","42553","Sedan","4"
"4881060","2020","X7 xDrive40i","381","4.9","3","Alpine White","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","34108","SUV","4"
"3131550","2017","X3 xDrive28i","245","4.8","4","Jet Black","All-wheel Drive","28","Gasoline","Automatic","2","4","36219","SUV","4"
"3599820","2020","X5 sDrive40i","340","4.7","4.9","Dark Graphite Metallic","Rear-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","31603","Crossover","4"
"5354550","2020","330 i xDrive","258","4.6","4.7","Alpine White","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","20029","Sedan","4"
"2789550","2018","340 i xDrive","374","4.9","4.5","Platinum Silver Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","3","6","24470","Sedan","4"
"3418920","2019","540 i xDrive","340","4.9","4.4","Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","15876","Sedan","4"
"1709550","2018","X1 xDrive28i","231","4.8","4.2","Jet Black","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","31313","SUV","4"
"1430550","2014","X3 xDrive28i","245","4.7","4.7","Mineral Silver Metallic","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","87400","SUV","4"
"3599820","2021","540 i xDrive","340","4.9","4.5","Black Sapphire Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","3","6","14733","Sedan","4"
"400410","2016","535 i","306","4.7","4.6","Mineral Gray Metallic","Rear-wheel Drive","31","Gasoline","8-Speed Automatic","3","6","48304","Sedan","4"
"5849550","2021","X3 sDrive30i","249","4.7","4.5","Dark Graphite","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","22575","Crossover","4"
"2969820","2014","X3 xDrive28i","245","4.7","4.8","Alpine White","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","97382","SUV","4"
"5205420","2019","440 Gran Coupe i xDrive","326","4.8","4.8","Mineral Gray Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","3","6","23911","Sedan","4"
"5039730","2017","X6 sDrive35i","306","4.8","4.6","Jet Black","Rear-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","59721","Crossover","4"
"3558780","2018","X2 sDrive28i","231","4.7","4.9","Alpine White","Front-wheel Drive","32","Gasoline","8-Speed Automatic","2","4","36409","Crossover","4"
"2519730","2018","X5 xDrive35i","306","4.8","4.6","Black","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","40000","SUV","4"
"2245140","2020","M340 i xDrive","387","4.9","4.6","Mineral Gray Metallic","All-wheel Drive","30","Gasoline","8-Speed Automatic","3","6","23397","Sedan","4"
"7179930","2019","X5 xDrive40i","340","4.7","4.5","Tanzanite Blue Ii Metallic","All-wheel Drive","26","Gasoline","Automatic","3","6","27425","SUV","4"
"3528630","2019","X1 xDrive28i","231","4.7","4.7","Brown Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","45309","SUV","4"
"3149820","2019","530 i xDrive","249","4.8","4.6","Glacier Silver Metallic","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","16985","Sedan","4"
"215910","2016","X1 xDrive 28i","231","4.6","3.5","White Metallic","All-wheel Drive","32","Gasoline","8-Speed Automatic","2","4","47732","SUV","4"
"3599820","2018","X2 xDrive28i","231","4.7","4.8","Black Sapphire Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","21883","SUV","4"
"3394170","2017","X5 xDrive35i","306","4.7","4.8","Space Gray Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","67558","SUV","4"
"3869820","2016","535 i xDrive","306","4.7","4.7","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","60237","Sedan","4"
"2384550","2017","X1 xDrive 28i","231","4.7","4.6","Black Sapphire Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","39064","SUV","4"
"4104630","2021","X5 xDrive40i","340","4.8","4.7","Alpine White","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","14672","SUV","4"
"3238650","2021","330 i","258","4.9","4.7","Jet Black","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","14815","Sedan","4"
"6180120","2016","228 i xDrive","245","4.6","4.7","Mineral Gray Metallic","All-wheel Drive","35","Gasoline","8-Speed Automatic","2","4","45316","Cabriolet","4"
"5067900","2010","535 i","306","4.6","5","Black","Rear-wheel Drive","26","Gasoline","6-Speed Automatic","3","6","141769","Sedan","4"
"2609550","2019","740 i","380","4.5","4.5","Black","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","3","6","34697","Sedan","4"
"","2018","530 i","231","4.8","4.4","Mineral White Metallic","Rear-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","30892","Sedan","4"
"","2020","X3 M40i","360","4.9","4.9","Glacier Silver Metallic","All-wheel Drive","27","Gasoline","8-Speed Automatic","3","6","21810","SUV","4"
"","2019","X1 xDrive28i","231","4.7","4.9","Blue Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","11642","SUV","4"
"","2020","X5 xDrive40i","340","4.7","4.7","Black Sapphire Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","15932","SUV","4"
"","2018","330 i xDrive","258","4.8","4.5","Mineral Gray Metallic","All-wheel Drive","33","Gasoline","8-Speed Automatic","2","4","22917","Sedan","4"
"","2019","X5 xDrive40i","340","4.7","4.8","Gray","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","22601","SUV","4"
"","2020","M4 Base","431","4.9","4.6","Black Sapphire Metallic","Rear-wheel Drive","25","Gasoline","7-Speed Automatic with Auto-Shift","3","6","19475","Coupe","2"
"","2019","X3 xDrive30i","249","4.7","5","Phytonic Blue Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","42349","SUV","4"
"","2019","X3 sDrive30i","249","4.7","2","Black Sapphire Metallic","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","42948","Crossover","4"
"","2021","X5 sDrive40i","340","4.8","2.1","Alpine White","Rear-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","17564","Crossover","4"
"","2019","X3 xDrive30i","249","4.7","4.3","Black Sapphire Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","37486","SUV","4"
"","2016","340 i xDrive","374","4.6","3.4","Silver","All-wheel Drive","33","Gasoline","8-Speed Automatic","3","6","86734","Sedan","4"
